2	7	3	n
3	3	n	4
4	6	5	n
5	4	n	6
6	5	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	3	n	4
4	6	5	n
5	5	6	n
6	4	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	4	4	5
4	3	n	n
5	5	n	6
6	6	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	4	4	5
4	3	n	n
5	6	6	n
6	5	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	5	4	5
4	3	n	6
6	4	n	n
5	6	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	5	4	5
4	4	6	n
6	3	n	n
5	6	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	6	4	n
4	3	n	5
5	4	n	6
6	5	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	6	4	n
4	3	n	5
5	5	6	n
6	4	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	6	4	n
4	4	5	6
5	3	n	n
6	5	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	6	4	n
4	5	5	n
5	3	n	6
6	4	n	n

0	1	n	1
1	2	n	2
2	7	3	n
3	6	4	n
4	5	5	n
5	4	6	n
6	3	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	4	n	4
4	5	n	5
5	6	n	6
6	7	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	4	n	4
4	5	n	5
5	7	6	n
6	6	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	4	n	4
4	6	5	6
5	5	n	n
6	7	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	4	n	4
4	7	5	n
5	5	n	6
6	6	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	4	n	4
4	7	5	n
5	6	6	n
6	5	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	5	4	5
4	4	n	n
5	6	n	6
6	7	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	5	4	5
4	4	n	n
5	7	6	n
6	6	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	6	4	5
4	4	n	6
6	5	n	n
5	7	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	6	4	5
4	5	6	n
6	4	n	n
5	7	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	7	4	n
4	4	n	5
5	5	n	6
6	6	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	7	4	n
4	4	n	5
5	6	6	n
6	5	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	7	4	n
4	5	5	6
5	4	n	n
6	6	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	7	4	n
4	6	5	n
5	4	n	6
6	5	n	n

0	1	n	1
1	3	2	3
2	2	n	n
3	7	4	n
4	6	5	n
5	5	6	n
6	4	n	n

0	1	n	1
1	4	2	3
2	2	n	4
4	3	n	n
3	5	n	5
5	6	n	6
6	7	n	n

0	1	n	1
1	4	2	3
2	2	n	4
4	3	n	n
3	5	n	5
5	7	6	n
6	6	n	n

0	1	n	1
1	4	2	3
2	2	n	4
4	3	n	n
3	6	5	6
5	5	n	n
6	7	n	n

0	1	n	1
1	4	2	3
2	2	n	4
4	3	n	n
3	7	5	n
5	5	n	6
6	6	n	n

0	1	n	1
1	4	2	3
2	2	n	4
4	3	n	n
3	7	5	n
5	6	6	n
6	5	n	n

0	1	n	1
1	4	2	3
2	3	4	n
4	2	n	n
3	5	n	5
5	6	n	6
6	7	n	n

0	1	n	1
1	4	2	3
2	3	4	n
4	2	n	n
3	5	n	5
5	7	6	n
6	6	n	n

0	1	n	1
1	4	2	3
2	3	4	n
4	2	n	n
3	6	5	6
5	5	n	n
6	7	n	n

0	1	n	1
1	4	2	3
2	3	4	n
4	2	n	n
3	7	5	n
5	5	n	6
6	6	n	n

0	1	n	1
1	4	2	3
2	3	4	n
4	2	n	n
3	7	5	n
5	6	6	n
6	5	n	n

0	1	n	1
1	5	2	3
2	2	n	4
4	3	n	5
5	4	n	n
3	6	n	6
6	7	n	n

0	1	n	1
1	5	2	3
2	2	n	4
4	3	n	5
5	4	n	n
3	7	6	n
6	6	n	n

0	1	n	1
1	5	2	3
2	2	n	4
4	4	5	n
5	3	n	n
3	6	n	6
6	7	n	n

0	1	n	1
1	5	2	3
2	2	n	4
4	4	5	n
5	3	n	n
3	7	6	n
6	6	n	n

0	1	n	1
1	5	2	3
2	3	4	5
4	2	n	n
5	4	n	n
3	6	n	6
6	7	n	n

0	1	n	1
1	5	2	3
2	3	4	5
4	2	n	n
5	4	n	n
3	7	6	n
6	6	n	n

0	1	n	1
1	5	2	3
2	4	4	n
4	2	n	5
5	3	n	n
3	6	n	6
6	7	n	n

0	1	n	1
1	5	2	3
2	4	4	n
4	2	n	5
5	3	n	n
3	7	6	n
6	6	n	n

0	1	n	1
1	5	2	3
2	4	4	n
4	3	5	n
5	2	n	n
3	6	n	6
6	7	n	n

0	1	n	1
1	5	2	3
2	4	4	n
4	3	5	n
5	2	n	n
3	7	6	n
6	6	n	n

0	1	n	1
1	6	2	3
2	2	n	4
4	3	n	5
5	4	n	6
6	5	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	2	n	4
4	3	n	5
5	5	6	n
6	4	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	2	n	4
4	4	5	6
5	3	n	n
6	5	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	2	n	4
4	5	5	n
5	3	n	6
6	4	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	2	n	4
4	5	5	n
5	4	6	n
6	3	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	3	4	5
4	2	n	n
5	4	n	6
6	5	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	3	4	5
4	2	n	n
5	5	6	n
6	4	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	4	4	5
4	2	n	6
6	3	n	n
5	5	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	4	4	5
4	3	6	n
6	2	n	n
5	5	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	5	4	n
4	2	n	5
5	3	n	6
6	4	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	5	4	n
4	2	n	5
5	4	6	n
6	3	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	5	4	n
4	3	5	6
5	2	n	n
6	4	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	5	4	n
4	4	5	n
5	2	n	6
6	3	n	n
3	7	n	n

0	1	n	1
1	6	2	3
2	5	4	n
4	4	5	n
5	3	6	n
6	2	n	n
3	7	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	3	n	4
4	4	n	5
5	5	n	6
6	6	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	3	n	4
4	4	n	5
5	6	6	n
6	5	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	3	n	4
4	5	5	6
5	4	n	n
6	6	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	3	n	4
4	6	5	n
5	4	n	6
6	5	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	3	n	4
4	6	5	n
5	5	6	n
6	4	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	4	4	5
4	3	n	n
5	5	n	6
6	6	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	4	4	5
4	3	n	n
5	6	6	n
6	5	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	5	4	5
4	3	n	6
6	4	n	n
5	6	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	5	4	5
4	4	6	n
6	3	n	n
5	6	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	6	4	n
4	3	n	5
5	4	n	6
6	5	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	6	4	n
4	3	n	5
5	5	6	n
6	4	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	6	4	n
4	4	5	6
5	3	n	n
6	5	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	6	4	n
4	5	5	n
5	3	n	6
6	4	n	n

0	1	n	1
1	7	2	n
2	2	n	3
3	6	4	n
4	5	5	n
5	4	6	n
6	3	n	n

0	1	n	1
1	7	2	n
2	3	3	4
3	2	n	n
4	4	n	5
5	5	n	6
6	6	n	n

0	1	n	1
1	7	2	n
2	3	3	4
3	2	n	n
4	4	n	5
5	6	6	n
6	5	n	n

0	1	n	1
1	7	2	n
2	3	3	4
3	2	n	n
4	5	5	6
5	4	n	n
6	6	n	n

0	1	n	1
1	7	2	n
2	3	3	4
3	2	n	n
4	6	5	n
5	4	n	6
6	5	n	n

0	1	n	1
1	7	2	n
2	3	3	4
3	2	n	n
4	6	5	n
5	5	6	n
6	4	n	n

0	1	n	1
1	7	2	n
2	4	3	4
3	2	n	5
5	3	n	n
4	5	n	6
6	6	n	n

0	1	n	1
1	7	2	n
2	4	3	4
3	2	n	5
5	3	n	n
4	6	6	n
6	5	n	n

0	1	n	1
1	7	2	n
2	4	3	4
3	3	5	n
5	2	n	n
4	5	n	6
6	6	n	n

0	1	n	1
1	7	2	n
2	4	3	4
3	3	5	n
5	2	n	n
4	6	6	n
6	5	n	n

0	1	n	1
1	7	2	n
2	5	3	4
3	2	n	5
5	3	n	6
6	4	n	n
4	6	n	n

0	1	n	1
1	7	2	n
2	5	3	4
3	2	n	5
5	4	6	n
6	3	n	n
4	6	n	n

0	1	n	1
1	7	2	n
2	5	3	4
3	3	5	6
5	2	n	n
6	4	n	n
4	6	n	n

0	1	n	1
1	7	2	n
2	5	3	4
3	4	5	n
5	2	n	6
6	3	n	n
4	6	n	n

0	1	n	1
1	7	2	n
2	5	3	4
3	4	5	n
5	3	6	n
6	2	n	n
4	6	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	2	n	4
4	3	n	5
5	4	n	6
6	5	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	2	n	4
4	3	n	5
5	5	6	n
6	4	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	2	n	4
4	4	5	6
5	3	n	n
6	5	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	2	n	4
4	5	5	n
5	3	n	6
6	4	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	2	n	4
4	5	5	n
5	4	6	n
6	3	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	3	4	5
4	2	n	n
5	4	n	6
6	5	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	3	4	5
4	2	n	n
5	5	6	n
6	4	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	4	4	5
4	2	n	6
6	3	n	n
5	5	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	4	4	5
4	3	6	n
6	2	n	n
5	5	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	5	4	n
4	2	n	5
5	3	n	6
6	4	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	5	4	n
4	2	n	5
5	4	6	n
6	3	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	5	4	n
4	3	5	6
5	2	n	n
6	4	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	5	4	n
4	4	5	n
5	2	n	6
6	3	n	n

0	1	n	1
1	7	2	n
2	6	3	n
3	5	4	n
4	4	5	n
5	3	6	n
6	2	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	4	n	4
4	5	n	5
5	6	n	6
6	7	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	4	n	4
4	5	n	5
5	7	6	n
6	6	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	4	n	4
4	6	5	6
5	5	n	n
6	7	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	4	n	4
4	7	5	n
5	5	n	6
6	6	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	4	n	4
4	7	5	n
5	6	6	n
6	5	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	5	4	5
4	4	n	n
5	6	n	6
6	7	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	5	4	5
4	4	n	n
5	7	6	n
6	6	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	6	4	5
4	4	n	6
6	5	n	n
5	7	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	6	4	5
4	5	6	n
6	4	n	n
5	7	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	7	4	n
4	4	n	5
5	5	n	6
6	6	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	7	4	n
4	4	n	5
5	6	6	n
6	5	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	7	4	n
4	5	5	6
5	4	n	n
6	6	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	7	4	n
4	6	5	n
5	4	n	6
6	5	n	n

0	2	1	2
1	1	n	n
2	3	n	3
3	7	4	n
4	6	5	n
5	5	6	n
6	4	n	n

0	2	1	2
1	1	n	n
2	4	3	4
3	3	n	n
4	5	n	5
5	6	n	6
6	7	n	n

0	2	1	2
1	1	n	n
2	4	3	4
3	3	n	n
4	5	n	5
5	7	6	n
6	6	n	n

0	2	1	2
1	1	n	n
2	4	3	4
3	3	n	n
4	6	5	6
5	5	n	n
6	7	n	n

0	2	1	2
1	1	n	n
2	4	3	4
3	3	n	n
4	7	5	n
5	5	n	6
6	6	n	n

0	2	1	2
1	1	n	n
2	4	3	4
3	3	n	n
4	7	5	n
5	6	6	n
6	5	n	n

0	2	1	2
1	1	n	n
2	5	3	4
3	3	n	5
5	4	n	n
4	6	n	6
6	7	n	n

0	2	1	2
1	1	n	n
2	5	3	4
3	3	n	5
5	4	n	n
4	7	6	n
6	6	n	n

0	2	1	2
1	1	n	n
2	5	3	4
3	4	5	n
5	3	n	n
4	6	n	6
6	7	n	n

0	2	1	2
1	1	n	n
2	5	3	4
3	4	5	n
5	3	n	n
4	7	6	n
6	6	n	n

0	2	1	2
1	1	n	n
2	6	3	4
3	3	n	5
5	4	n	6
6	5	n	n
4	7	n	n

0	2	1	2
1	1	n	n
2	6	3	4
3	3	n	5
5	5	6	n
6	4	n	n
4	7	n	n

0	2	1	2
1	1	n	n
2	6	3	4
3	4	5	6
5	3	n	n
6	5	n	n
4	7	n	n

0	2	1	2
1	1	n	n
2	6	3	4
3	5	5	n
5	3	n	6
6	4	n	n
4	7	n	n

0	2	1	2
1	1	n	n
2	6	3	4
3	5	5	n
5	4	6	n
6	3	n	n
4	7	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	3	n	4
4	4	n	5
5	5	n	6
6	6	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	3	n	4
4	4	n	5
5	6	6	n
6	5	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	3	n	4
4	5	5	6
5	4	n	n
6	6	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	3	n	4
4	6	5	n
5	4	n	6
6	5	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	3	n	4
4	6	5	n
5	5	6	n
6	4	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	4	4	5
4	3	n	n
5	5	n	6
6	6	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	4	4	5
4	3	n	n
5	6	6	n
6	5	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	5	4	5
4	3	n	6
6	4	n	n
5	6	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	5	4	5
4	4	6	n
6	3	n	n
5	6	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	6	4	n
4	3	n	5
5	4	n	6
6	5	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	6	4	n
4	3	n	5
5	5	6	n
6	4	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	6	4	n
4	4	5	6
5	3	n	n
6	5	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	6	4	n
4	5	5	n
5	3	n	6
6	4	n	n

0	2	1	2
1	1	n	n
2	7	3	n
3	6	4	n
4	5	5	n
5	4	6	n
6	3	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	4	n	4
4	5	n	5
5	6	n	6
6	7	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	4	n	4
4	5	n	5
5	7	6	n
6	6	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	4	n	4
4	6	5	6
5	5	n	n
6	7	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	4	n	4
4	7	5	n
5	5	n	6
6	6	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	4	n	4
4	7	5	n
5	6	6	n
6	5	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	5	4	5
4	4	n	n
5	6	n	6
6	7	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	5	4	5
4	4	n	n
5	7	6	n
6	6	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	6	4	5
4	4	n	6
6	5	n	n
5	7	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	6	4	5
4	5	6	n
6	4	n	n
5	7	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	7	4	n
4	4	n	5
5	5	n	6
6	6	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	7	4	n
4	4	n	5
5	6	6	n
6	5	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	7	4	n
4	5	5	6
5	4	n	n
6	6	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	7	4	n
4	6	5	n
5	4	n	6
6	5	n	n

0	3	1	2
1	1	n	3
3	2	n	n
2	7	4	n
4	6	5	n
5	5	6	n
6	4	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	4	n	4
4	5	n	5
5	6	n	6
6	7	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	4	n	4
4	5	n	5
5	7	6	n
6	6	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	4	n	4
4	6	5	6
5	5	n	n
6	7	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	4	n	4
4	7	5	n
5	5	n	6
6	6	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	4	n	4
4	7	5	n
5	6	6	n
6	5	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	5	4	5
4	4	n	n
5	6	n	6
6	7	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	5	4	5
4	4	n	n
5	7	6	n
6	6	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	6	4	5
4	4	n	6
6	5	n	n
5	7	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	6	4	5
4	5	6	n
6	4	n	n
5	7	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	7	4	n
4	4	n	5
5	5	n	6
6	6	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	7	4	n
4	4	n	5
5	6	6	n
6	5	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	7	4	n
4	5	5	6
5	4	n	n
6	6	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	7	4	n
4	6	5	n
5	4	n	6
6	5	n	n

0	3	1	2
1	2	3	n
3	1	n	n
2	7	4	n
4	6	5	n
5	5	6	n
6	4	n	n

0	4	1	2
1	1	n	3
3	2	n	4
4	3	n	n
2	5	n	5
5	6	n	6
6	7	n	n

0	4	1	2
1	1	n	3
3	2	n	4
4	3	n	n
2	5	n	5
5	7	6	n
6	6	n	n

0	4	1	2
1	1	n	3
3	2	n	4
4	3	n	n
2	6	5	6
5	5	n	n
6	7	n	n

0	4	1	2
1	1	n	3
3	2	n	4
4	3	n	n
2	7	5	n
5	5	n	6
6	6	n	n

0	4	1	2
1	1	n	3
3	2	n	4
4	3	n	n
2	7	5	n
5	6	6	n
6	5	n	n

0	4	1	2
1	1	n	3
3	3	4	n
4	2	n	n
2	5	n	5
5	6	n	6
6	7	n	n

0	4	1	2
1	1	n	3
3	3	4	n
4	2	n	n
2	5	n	5
5	7	6	n
6	6	n	n

0	4	1	2
1	1	n	3
3	3	4	n
4	2	n	n
2	6	5	6
5	5	n	n
6	7	n	n

0	4	1	2
1	1	n	3
3	3	4	n
4	2	n	n
2	7	5	n
5	5	n	6
6	6	n	n

0	4	1	2
1	1	n	3
3	3	4	n
4	2	n	n
2	7	5	n
5	6	6	n
6	5	n	n

0	4	1	2
1	2	3	4
3	1	n	n
4	3	n	n
2	5	n	5
5	6	n	6
6	7	n	n

0	4	1	2
1	2	3	4
3	1	n	n
4	3	n	n
2	5	n	5
5	7	6	n
6	6	n	n

0	4	1	2
1	2	3	4
3	1	n	n
4	3	n	n
2	6	5	6
5	5	n	n
6	7	n	n

0	4	1	2
1	2	3	4
3	1	n	n
4	3	n	n
2	7	5	n
5	5	n	6
6	6	n	n

0	4	1	2
1	2	3	4
3	1	n	n
4	3	n	n
2	7	5	n
5	6	6	n
6	5	n	n

0	4	1	2
1	3	3	n
3	1	n	4
4	2	n	n
2	5	n	5
5	6	n	6
6	7	n	n

0	4	1	2
1	3	3	n
3	1	n	4
4	2	n	n
2	5	n	5
5	7	6	n
6	6	n	n

0	4	1	2
1	3	3	n
3	1	n	4
4	2	n	n
2	6	5	6
5	5	n	n
6	7	n	n

0	4	1	2
1	3	3	n
3	1	n	4
4	2	n	n
2	7	5	n
5	5	n	6
6	6	n	n

0	4	1	2
1	3	3	n
3	1	n	4
4	2	n	n
2	7	5	n
5	6	6	n
6	5	n	n

0	4	1	2
1	3	3	n
3	2	4	n
4	1	n	n
2	5	n	5
5	6	n	6
6	7	n	n

0	4	1	2
1	3	3	n
3	2	4	n
4	1	n	n
2	5	n	5
5	7	6	n
6	6	n	n

0	4	1	2
1	3	3	n
3	2	4	n
4	1	n	n
2	6	5	6
5	5	n	n
6	7	n	n

0	4	1	2
1	3	3	n
3	2	4	n
4	1	n	n
2	7	5	n
5	5	n	6
6	6	n	n

0	4	1	2
1	3	3	n
3	2	4	n
4	1	n	n
2	7	5	n
5	6	6	n
6	5	n	n

0	5	1	2
1	1	n	3
3	2	n	4
4	3	n	5
5	4	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	1	n	3
3	2	n	4
4	3	n	5
5	4	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	1	n	3
3	2	n	4
4	4	5	n
5	3	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	1	n	3
3	2	n	4
4	4	5	n
5	3	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	1	n	3
3	3	4	5
4	2	n	n
5	4	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	1	n	3
3	3	4	5
4	2	n	n
5	4	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	1	n	3
3	4	4	n
4	2	n	5
5	3	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	1	n	3
3	4	4	n
4	2	n	5
5	3	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	1	n	3
3	4	4	n
4	3	5	n
5	2	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	1	n	3
3	4	4	n
4	3	5	n
5	2	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	2	3	4
3	1	n	n
4	3	n	5
5	4	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	2	3	4
3	1	n	n
4	3	n	5
5	4	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	2	3	4
3	1	n	n
4	4	5	n
5	3	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	2	3	4
3	1	n	n
4	4	5	n
5	3	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	3	3	4
3	1	n	5
5	2	n	n
4	4	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	3	3	4
3	1	n	5
5	2	n	n
4	4	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	3	3	4
3	2	5	n
5	1	n	n
4	4	n	n
2	6	n	6
6	7	n	n

0	5	1	2
1	3	3	4
3	2	5	n
5	1	n	n
4	4	n	n
2	7	6	n
6	6	n	n

0	5	1	2
1	4	3	n
3	1	n	4
4	2	n	5
